Branch_ID,Branch_Name,Relationship_Manager_ID,Relationship_Manager_Name,Month,Total_Deposits,Loan_Approvals,Revenue_Growth,Customer_Satisfaction_Score
21,Badagry_Branch,137,Sarah Lee,23/11/2023,327582.32,76,18.28,5.3
6,Ojodu_Branch,10,John Smith,24/11/2023,615760.17,100,-4.62,9.1
14,Ogba_Branch,114,Emily Davis,25/11/2023,579735.45,154,-4.08,7.7
34,Ojodu_Branch,107,John Smith,26/11/2023,178385.33,50,15.27,9.6
42,Lekki_Branch,34,John Smith,27/11/2023,849589.02,83,9.18,6.3
47,Agege_Branch,110,David Brown,28/11/2023,949190.62,115,-4.51,9.2
37,Oba_AkranBranch,33,Sarah Lee,29/11/2023,730231.29,169,11.69,8.3
5,Ilupeju_Branch,91,Emily Davis,30/11/2023,560220.0,159,3.37,8.6
21,Ilupeju_Branch,46,John Smith,01/12/2023,224823.67,158,11.03,6.0
48,Ajah_Branch,90,John Smith,02/12/2023,696373.72,72,16.31,5.0
49,Ogba_Branch,93,Sarah Lee,03/12/2023,189135.85,157,11.96,9.6
35,Freedom_park_Branch,107,Emily Davis,04/12/2023,376670.72,88,0.43,9.8
3,Ikota_Branch,114,Sarah Lee,05/12/2023,304125.68,108,-2.67,8.0
25,Surulere_Branch,7,John Smith,06/12/2023,552179.94,113,2.3,6.7
24,Ogba_Branch,90,David Brown,07/12/2023,418879.13,121,-4.55,5.5
23,Ajah_Branch,78,Michael Johnson,08/12/2023,886713.45,85,9.36,6.9
2,Allen_Branch,93,Michael Johnson,09/12/2023,509289.27,136,0.73,8.1
19,Ikoyi_Branch,149,John Smith,10/12/2023,758696.97,83,14.18,6.6
19,Ikoyi_Branch,147,Sarah Lee,11/12/2023,585390.32,50,6.51,6.4
3,Allen_Branch,17,John Smith,12/12/2023,132965.11,131,2.56,8.3
14,Ikeja_Branch,145,Emily Davis,13/12/2023,284449.29,143,16.14,9.4
1,Ojodu_Branch,64,David Brown,14/12/2023,132081.47,139,-2.81,6.1
10,Ogba_Branch,144,John Smith,15/12/2023,162327.69,149,17.24,8.4
19,Ikeja_Branch,8,Emily Davis,16/12/2023,754015.66,186,9.39,9.9
45,Ikota_Branch,61,Sarah Lee,17/12/2023,708678.5,184,12.79,8.8
5,Freedom_park_Branch,62,Michael Johnson,18/12/2023,929094.11,170,-1.0,7.3
25,Ikoyi_Branch,131,Michael Johnson,19/12/2023,655597.2,199,11.92,5.9
34,Ojodu_Branch,54,Michael Johnson,20/12/2023,776351.06,93,9.89,8.6
25,Ikoyi_Branch,9,Michael Johnson,21/12/2023,482255.43,120,7.58,5.1
47,Badore_Branch,78,David Brown,22/12/2023,674854.05,105,-1.55,7.0
28,Badagry_Branch,79,Michael Johnson,23/12/2023,366321.92,132,16.16,7.8
19,Ikoyi_Branch,106,David Brown,24/12/2023,595713.17,177,14.56,9.5
3,Lekki_Branch,52,Sarah Lee,25/12/2023,273552.5,199,12.04,7.5
5,Badore_Branch,107,Emily Davis,26/12/2023,917718.45,136,15.37,5.6
8,Ilupeju_Branch,38,Michael Johnson,27/12/2023,807883.78,140,19.41,8.3
7,Ikeja_Branch,101,Sarah Lee,28/12/2023,312334.34,64,5.71,6.9
33,Lekki_Branch,123,Michael Johnson,29/12/2023,515685.03,193,5.94,6.2
16,Ajah_Branch,57,David Brown,30/12/2023,290548.01,177,7.03,5.4
3,Agege_Branch,109,Michael Johnson,31/12/2023,303427.6,81,16.89,7.3
21,Agege_Branch,63,Michael Johnson,01/01/2024,838389.76,121,5.03,5.2
32,Badore_Branch,131,John Smith,02/01/2024,277119.78,140,4.68,8.2
34,Badagry_Branch,76,John Smith,03/01/2024,373081.12,177,2.21,6.7
3,Ojodu_Branch,41,John Smith,04/01/2024,711114.25,160,-4.01,9.7
43,Allen_Branch,12,Michael Johnson,05/01/2024,623554.13,56,-1.13,9.4
1,Freedom_park_Branch,80,Sarah Lee,06/01/2024,741215.04,112,10.75,8.8
10,Freedom_park_Branch,105,David Brown,07/01/2024,881439.01,122,7.28,6.4
39,Yaba_Branch,28,David Brown,08/01/2024,373544.33,152,-2.19,7.9
13,Agege_Branch,102,John Smith,09/01/2024,186058.96,63,6.57,5.5
3,Computer_Village_Branch,7,John Smith,10/01/2024,518182.55,129,19.06,9.5
17,Ilupeju_Branch,115,John Smith,11/01/2024,748834.86,146,6.28,9.2
49,Yaba_Branch,97,David Brown,12/01/2024,408039.5,175,-3.51,9.4
9,Ogba_Branch,91,Michael Johnson,13/01/2024,765648.46,196,2.85,9.9
16,Ilupeju_Branch,39,John Smith,14/01/2024,604911.34,166,19.36,8.9
32,Agege_Branch,76,David Brown,15/01/2024,335519.36,145,8.49,8.2
33,Computer_Village_Branch,4,David Brown,16/01/2024,317832.2,147,10.7,6.5
28,Lekki_Branch,24,David Brown,17/01/2024,260809.77,68,-0.08,7.0
5,Ilupeju_Branch,34,David Brown,18/01/2024,650595.11,178,-4.49,8.6
31,Surulere_Branch,71,David Brown,19/01/2024,757889.24,130,14.19,7.0
15,Victoria_Island_Branch,37,Michael Johnson,20/01/2024,909872.36,190,1.63,7.2
28,Badagry_Branch,88,John Smith,21/01/2024,408113.63,112,19.07,9.0
16,Obalende_Branch,92,Emily Davis,22/01/2024,257623.01,165,4.56,9.5
7,Oba_AkranBranch,55,Sarah Lee,23/01/2024,880606.77,181,-2.28,7.7
24,Lekki_Branch,83,Michael Johnson,24/01/2024,456285.72,194,-2.4,5.2
3,Obalende_Branch,79,Emily Davis,25/01/2024,912888.41,197,7.24,7.6
48,Ajah_Branch,104,Michael Johnson,26/01/2024,315861.94,83,-1.92,9.8
9,Yaba_Branch,96,John Smith,27/01/2024,960141.27,113,12.46,6.0
1,Badore_Branch,118,David Brown,28/01/2024,893968.74,152,16.09,8.1
22,Obalende_Branch,105,Sarah Lee,29/01/2024,773311.57,83,4.52,6.4
36,Marina_Branch,16,John Smith,30/01/2024,382093.31,173,12.6,5.4
38,Computer_Village_Branch,85,David Brown,31/01/2024,186349.85,190,6.32,5.5
32,Victoria_Island_Branch,75,Emily Davis,01/02/2024,473814.82,168,15.87,7.1
32,Badore_Branch,97,Emily Davis,02/02/2024,284274.96,135,0.35,6.4
11,Ajah_Branch,98,Michael Johnson,03/02/2024,394168.92,116,17.38,8.5
24,Yaba_Branch,64,Sarah Lee,04/02/2024,238765.94,146,-4.16,8.2
34,Ogba_Branch,126,Sarah Lee,05/02/2024,305920.68,193,-2.59,7.7
11,Ikoyi_Branch,55,John Smith,06/02/2024,134455.51,159,15.11,5.5
37,Ikoyi_Branch,39,David Brown,07/02/2024,210995.66,130,5.71,6.2
8,Ogba_Branch,125,Sarah Lee,08/02/2024,658263.4,127,9.92,5.0
3,Victoria_Island_Branch,72,Sarah Lee,09/02/2024,259593.21,110,11.5,9.5
46,Obalende_Branch,109,John Smith,10/02/2024,488355.21,70,19.2,5.3
47,Lekki_Branch,4,Sarah Lee,11/02/2024,149048.38,192,6.21,8.6
11,Ikota_Branch,120,David Brown,12/02/2024,701055.79,191,-2.46,7.2
29,Ilupeju_Branch,128,John Smith,13/02/2024,481295.41,112,6.07,9.7
11,Ajah_Branch,129,David Brown,14/02/2024,979074.77,76,6.85,9.9
49,Badagry_Branch,37,Michael Johnson,15/02/2024,709938.73,73,9.49,8.8
27,Ikoyi_Branch,20,Sarah Lee,16/02/2024,514828.61,97,2.4,9.7
26,Oba_AkranBranch,17,Emily Davis,17/02/2024,101450.42,112,-4.87,8.7
8,Surulere_Branch,141,Michael Johnson,18/02/2024,981483.52,96,-4.51,6.9
45,Victoria_Island_Branch,90,David Brown,19/02/2024,499320.8,139,12.22,6.8
6,Lekki_Branch,94,Emily Davis,20/02/2024,136027.98,55,-3.64,6.7
24,Ilupeju_Branch,105,Emily Davis,21/02/2024,939637.11,64,3.93,7.3
34,Ikoyi_Branch,39,Emily Davis,22/02/2024,394147.81,157,4.91,9.1
12,Allen_Branch,112,John Smith,23/02/2024,241391.14,129,-2.93,9.5
42,Badore_Branch,101,John Smith,24/02/2024,545103.76,89,-1.94,9.0
45,Lekki_Branch,48,John Smith,25/02/2024,746485.1,102,14.7,7.6
10,Yaba_Branch,109,John Smith,26/02/2024,702960.3,89,1.25,8.7
4,Obalende_Branch,36,Sarah Lee,27/02/2024,243624.94,184,2.11,7.1
18,Ikeja_Branch,86,Michael Johnson,28/02/2024,802048.9,70,15.69,5.1
13,Ilupeju_Branch,132,Sarah Lee,29/02/2024,687921.42,166,9.88,6.3
42,Victoria_Island_Branch,56,David Brown,01/03/2024,670911.91,108,9.52,8.5
23,Surulere_Branch,118,Michael Johnson,02/03/2024,175380.7,100,16.22,5.7
28,Surulere_Branch,99,Sarah Lee,03/03/2024,528827.74,99,5.8,7.0
46,Obalende_Branch,40,Emily Davis,04/03/2024,448327.44,103,11.05,5.4
1,Freedom_park_Branch,57,John Smith,05/03/2024,451112.2,180,9.27,7.0
23,Ojodu_Branch,129,John Smith,06/03/2024,351721.34,98,14.26,6.5
45,Ajah_Branch,128,John Smith,07/03/2024,870409.6,190,7.23,5.9
31,Surulere_Branch,60,John Smith,08/03/2024,774601.71,167,12.24,8.6
24,Ojodu_Branch,148,John Smith,09/03/2024,786924.01,135,10.88,6.9
25,Lekki_Branch,51,Michael Johnson,10/03/2024,246891.54,113,1.77,6.9
32,Ikota_Branch,68,Sarah Lee,11/03/2024,776634.22,146,15.73,5.5
13,Ilupeju_Branch,56,David Brown,12/03/2024,387747.02,188,6.56,6.6
13,Oba_AkranBranch,2,John Smith,13/03/2024,550495.14,174,15.0,9.4
5,Obalende_Branch,63,David Brown,14/03/2024,110655.31,58,19.76,7.0
9,Ojodu_Branch,38,John Smith,15/03/2024,326373.4,127,-4.11,8.7
25,Obalende_Branch,65,David Brown,16/03/2024,863028.41,90,9.59,9.4
41,Allen_Branch,62,Michael Johnson,17/03/2024,135442.82,57,15.44,7.1
29,Ajah_Branch,84,John Smith,18/03/2024,680345.44,75,12.69,8.0
31,Allen_Branch,71,Sarah Lee,19/03/2024,544537.81,67,16.92,7.2
22,Marina_Branch,141,David Brown,20/03/2024,532584.34,159,10.18,8.9
10,Allen_Branch,85,David Brown,21/03/2024,616288.89,132,15.13,7.5
47,Ikota_Branch,42,Michael Johnson,22/03/2024,416587.77,153,-4.61,5.1
10,Freedom_park_Branch,8,Michael Johnson,23/03/2024,309267.8,178,-1.14,7.3
11,Ilupeju_Branch,98,Michael Johnson,24/03/2024,386154.73,147,18.42,7.9
45,Computer_Village_Branch,59,Sarah Lee,25/03/2024,482495.38,153,18.37,8.2
3,Agege_Branch,34,Emily Davis,26/03/2024,801412.64,149,15.96,6.6
27,Lekki_Branch,127,John Smith,27/03/2024,537789.43,121,19.08,5.9
29,Obalende_Branch,6,Michael Johnson,28/03/2024,384990.86,181,16.31,8.6
22,Surulere_Branch,91,David Brown,29/03/2024,176608.77,71,16.63,8.7
37,Badore_Branch,105,Sarah Lee,30/03/2024,953788.96,174,-1.63,7.0
17,Lekki_Branch,13,Emily Davis,31/03/2024,836029.94,155,-1.83,7.5
48,Lekki_Branch,61,Sarah Lee,01/04/2024,506783.96,54,-0.7,5.6
32,Ojodu_Branch,144,Emily Davis,02/04/2024,688333.52,171,7.9,7.9
13,Badagry_Branch,98,Michael Johnson,03/04/2024,373943.49,195,6.76,6.5
23,Oba_AkranBranch,88,John Smith,04/04/2024,606244.63,160,17.41,7.2
46,Obalende_Branch,133,Sarah Lee,05/04/2024,682963.01,142,8.63,8.8
35,Ikeja_Branch,55,John Smith,06/04/2024,237705.21,151,3.02,8.9
22,Ilupeju_Branch,68,Sarah Lee,07/04/2024,654048.18,82,18.91,5.6
6,Lekki_Branch,14,John Smith,08/04/2024,278491.63,78,16.57,7.9
20,Ojodu_Branch,15,Michael Johnson,09/04/2024,541951.69,195,-3.87,6.4
4,Agege_Branch,16,Michael Johnson,10/04/2024,145996.03,52,14.35,6.3
40,Ilupeju_Branch,32,David Brown,11/04/2024,285942.46,139,14.07,7.8
32,Ojodu_Branch,47,David Brown,12/04/2024,496078.48,165,-3.4,6.4
45,Ajah_Branch,114,Emily Davis,13/04/2024,773106.52,129,0.53,7.1
30,Allen_Branch,4,Michael Johnson,14/04/2024,880558.11,158,5.64,5.8
34,Ikoyi_Branch,126,Michael Johnson,15/04/2024,486550.79,152,9.13,8.2
19,Ikeja_Branch,59,John Smith,16/04/2024,683451.77,128,6.66,8.7
6,Surulere_Branch,94,Sarah Lee,17/04/2024,841455.82,160,5.35,7.1
40,Badagry_Branch,51,Emily Davis,18/04/2024,129054.88,132,-4.44,7.6
44,Ikeja_Branch,68,John Smith,19/04/2024,580672.35,165,2.3,5.5
36,Agege_Branch,40,Emily Davis,20/04/2024,544844.16,74,12.37,9.0
39,Freedom_park_Branch,106,David Brown,21/04/2024,575590.37,71,3.42,7.3
4,Ikoyi_Branch,126,Emily Davis,22/04/2024,504634.11,102,7.0,6.3
31,Yaba_Branch,24,Michael Johnson,23/04/2024,301871.6,123,10.42,8.9
32,Yaba_Branch,108,David Brown,24/04/2024,353125.9,170,5.8,8.5
34,Ajah_Branch,1,Emily Davis,25/04/2024,597947.46,190,2.68,8.2
47,Badore_Branch,133,John Smith,26/04/2024,138656.26,189,19.69,7.2
27,Lekki_Branch,123,John Smith,27/04/2024,705169.28,194,16.8,8.9
20,Ojodu_Branch,45,David Brown,28/04/2024,585032.88,60,16.82,8.9
33,Yaba_Branch,102,Michael Johnson,29/04/2024,452279.53,163,18.04,5.9
4,Agege_Branch,52,Emily Davis,30/04/2024,731759.66,90,11.18,6.8
33,Allen_Branch,109,David Brown,01/05/2024,289987.03,136,-3.21,10.0
19,Ilupeju_Branch,81,Michael Johnson,02/05/2024,373184.39,83,19.02,5.8
27,Ojodu_Branch,94,Sarah Lee,03/05/2024,949592.56,64,13.07,5.2
49,Ojodu_Branch,106,John Smith,04/05/2024,180080.3,150,6.15,8.6
35,Ogba_Branch,142,David Brown,05/05/2024,607858.31,90,3.22,8.7
9,Freedom_park_Branch,31,Sarah Lee,06/05/2024,623575.79,140,12.06,8.5
26,Victoria_Island_Branch,110,Michael Johnson,07/05/2024,536233.66,84,15.1,9.2
15,Allen_Branch,110,Sarah Lee,08/05/2024,505071.92,65,9.44,7.1
47,Allen_Branch,27,Michael Johnson,09/05/2024,882127.31,162,6.59,7.2
17,Victoria_Island_Branch,102,Michael Johnson,10/05/2024,449534.53,143,3.5,6.1
11,Oba_AkranBranch,133,David Brown,11/05/2024,829651.61,172,13.59,6.9
21,Ojodu_Branch,149,Emily Davis,12/05/2024,593191.86,185,14.17,9.1
44,Agege_Branch,107,Michael Johnson,13/05/2024,571874.58,51,6.09,6.3
47,Badagry_Branch,109,John Smith,14/05/2024,736777.2,193,9.98,5.3
21,Ikeja_Branch,101,David Brown,15/05/2024,773684.58,194,16.08,6.8
32,Ikeja_Branch,105,Sarah Lee,16/05/2024,490309.38,56,13.93,6.2
20,Badagry_Branch,2,Sarah Lee,17/05/2024,445211.95,111,17.69,6.9
1,Computer_Village_Branch,4,Michael Johnson,18/05/2024,841452.58,139,-4.53,9.4
9,Freedom_park_Branch,71,Sarah Lee,19/05/2024,756233.52,72,2.66,5.7
13,Obalende_Branch,55,Michael Johnson,20/05/2024,419994.6,133,13.31,9.9
21,Victoria_Island_Branch,17,David Brown,21/05/2024,896965.4,128,6.12,7.4
37,Marina_Branch,6,Emily Davis,22/05/2024,970758.4,57,12.06,6.6
19,Agege_Branch,93,Michael Johnson,23/05/2024,954515.15,79,-4.31,7.5
40,Ikota_Branch,19,John Smith,24/05/2024,169296.74,95,7.7,8.0
10,Victoria_Island_Branch,136,Michael Johnson,25/05/2024,650697.79,83,19.38,8.7
2,Lekki_Branch,32,Sarah Lee,26/05/2024,253158.05,183,0.58,5.9
21,Ikoyi_Branch,83,David Brown,27/05/2024,889102.36,145,8.0,7.6
3,Ojodu_Branch,66,John Smith,28/05/2024,359693.56,172,0.31,7.0
39,Victoria_Island_Branch,39,David Brown,29/05/2024,956207.84,89,3.73,9.9
1,Ikota_Branch,26,John Smith,30/05/2024,574502.19,126,5.73,8.1
17,Oba_AkranBranch,32,Sarah Lee,31/05/2024,577011.14,101,7.96,9.9
33,Ilupeju_Branch,93,David Brown,01/06/2024,208383.99,145,6.02,7.9
15,Surulere_Branch,57,Emily Davis,02/06/2024,520602.34,67,3.5,7.4
37,Ikoyi_Branch,90,Michael Johnson,03/06/2024,985316.7,95,10.97,8.2
19,Surulere_Branch,119,David Brown,04/06/2024,515437.65,184,3.12,7.7
13,Victoria_Island_Branch,38,John Smith,05/06/2024,511673.32,71,-4.41,7.6
9,Freedom_park_Branch,113,Sarah Lee,06/06/2024,700410.47,143,9.62,7.2
22,Victoria_Island_Branch,117,Michael Johnson,07/06/2024,381845.69,53,9.04,6.3
47,Computer_Village_Branch,101,Sarah Lee,08/06/2024,743460.77,187,4.21,7.8
31,Victoria_Island_Branch,15,David Brown,09/06/2024,324097.36,180,11.89,9.6
43,Freedom_park_Branch,94,Sarah Lee,10/06/2024,696830.02,72,19.51,8.1
24,Yaba_Branch,136,David Brown,11/06/2024,989180.43,194,18.05,6.9
40,Yaba_Branch,39,Sarah Lee,12/06/2024,854519.82,135,17.4,7.1
46,Computer_Village_Branch,139,John Smith,13/06/2024,421325.13,61,-2.99,6.1
35,Badore_Branch,53,John Smith,14/06/2024,576618.44,85,14.2,6.6
43,Ogba_Branch,76,David Brown,15/06/2024,850359.49,153,-1.21,5.3
41,Marina_Branch,13,John Smith,16/06/2024,582408.04,97,-2.4,7.8
5,Victoria_Island_Branch,41,John Smith,17/06/2024,943037.23,159,16.44,7.7
23,Ikoyi_Branch,147,Michael Johnson,18/06/2024,907418.86,170,-3.76,7.8
23,Ajah_Branch,100,Michael Johnson,19/06/2024,291415.35,192,17.26,6.7
35,Ikeja_Branch,74,John Smith,20/06/2024,375261.97,110,-4.75,9.6
22,Surulere_Branch,65,Michael Johnson,21/06/2024,595318.67,151,7.89,7.9
41,Lekki_Branch,143,Emily Davis,22/06/2024,736992.92,63,-2.52,8.7
29,Lekki_Branch,87,Sarah Lee,23/06/2024,784130.75,157,7.49,9.0
33,Ikeja_Branch,127,David Brown,24/06/2024,728586.32,157,18.34,5.8
45,Ikota_Branch,105,Sarah Lee,25/06/2024,741851.04,182,5.26,5.8
11,Ajah_Branch,16,Michael Johnson,26/06/2024,492157.13,85,12.88,9.0
34,Ogba_Branch,61,David Brown,27/06/2024,105374.66,75,-1.34,5.6
38,Agege_Branch,53,Emily Davis,28/06/2024,810933.29,85,19.09,6.7
48,Ikoyi_Branch,29,Emily Davis,29/06/2024,219627.92,61,17.31,5.5
43,Marina_Branch,101,John Smith,30/06/2024,680949.07,63,10.02,8.6
8,Surulere_Branch,129,David Brown,01/07/2024,780839.57,156,-2.56,10.0
26,Ikoyi_Branch,128,Sarah Lee,02/07/2024,548004.57,57,0.9,8.3
31,Allen_Branch,12,David Brown,03/07/2024,278718.65,92,2.17,9.0
37,Oba_AkranBranch,14,Sarah Lee,04/07/2024,689562.8,135,14.57,7.5
40,Ilupeju_Branch,119,Sarah Lee,05/07/2024,484836.14,123,-4.21,7.8
35,Lekki_Branch,12,John Smith,06/07/2024,393023.92,159,7.89,7.6
36,Marina_Branch,84,David Brown,07/07/2024,974680.55,189,16.49,8.7
21,Oba_AkranBranch,50,David Brown,08/07/2024,587674.79,176,17.68,9.1
3,Victoria_Island_Branch,131,Emily Davis,09/07/2024,556395.36,189,1.66,6.9
49,Computer_Village_Branch,117,John Smith,10/07/2024,151908.61,173,12.96,7.4
48,Badagry_Branch,92,Michael Johnson,11/07/2024,393483.14,97,8.89,8.3
30,Allen_Branch,36,Michael Johnson,12/07/2024,966503.93,60,-3.62,6.8
37,Freedom_park_Branch,1,Sarah Lee,13/07/2024,478841.01,146,0.96,7.4
32,Agege_Branch,60,David Brown,14/07/2024,217128.07,57,18.22,9.3
10,Freedom_park_Branch,42,Emily Davis,15/07/2024,205097.17,126,16.95,6.4
44,Ojodu_Branch,47,David Brown,16/07/2024,230191.74,180,19.53,9.1
46,Ikeja_Branch,61,David Brown,17/07/2024,717636.26,60,10.79,6.9
24,Agege_Branch,108,Michael Johnson,18/07/2024,600329.57,99,1.24,6.5
29,Ikota_Branch,82,David Brown,19/07/2024,976884.54,184,17.5,8.4
34,Badore_Branch,99,Michael Johnson,20/07/2024,746165.19,143,14.3,6.4
9,Ojodu_Branch,62,Michael Johnson,21/07/2024,577558.71,84,-3.19,9.2
27,Freedom_park_Branch,73,John Smith,22/07/2024,170844.07,189,2.19,8.6
15,Ojodu_Branch,54,Emily Davis,23/07/2024,208129.7,156,11.85,8.7
22,Badore_Branch,114,Emily Davis,24/07/2024,886329.76,99,9.84,9.2
35,Badagry_Branch,57,Emily Davis,25/07/2024,535680.3,56,14.95,7.4
38,Allen_Branch,144,Sarah Lee,26/07/2024,695222.56,58,-4.02,8.5
34,Victoria_Island_Branch,3,Sarah Lee,27/07/2024,822815.12,100,-0.15,9.7
36,Ilupeju_Branch,95,Sarah Lee,28/07/2024,109231.79,148,-3.6,5.3
27,Ikota_Branch,147,John Smith,29/07/2024,519813.03,192,8.76,5.6
49,Ojodu_Branch,135,Sarah Lee,30/07/2024,409172.09,138,6.08,6.5
13,Yaba_Branch,92,John Smith,31/07/2024,580265.51,50,19.16,9.4
22,Victoria_Island_Branch,22,John Smith,01/08/2024,616983.59,121,-3.01,5.6
6,Agege_Branch,103,John Smith,02/08/2024,204554.22,83,-2.24,9.7
32,Allen_Branch,47,Michael Johnson,03/08/2024,475204.84,174,10.26,7.6
14,Ikota_Branch,135,Michael Johnson,04/08/2024,216426.88,198,17.24,6.7
21,Surulere_Branch,26,Michael Johnson,05/08/2024,659702.0,187,18.98,8.5
18,Surulere_Branch,88,John Smith,06/08/2024,970753.06,176,6.48,9.9
20,Yaba_Branch,53,David Brown,07/08/2024,407634.45,51,13.27,7.0
16,Allen_Branch,25,Emily Davis,08/08/2024,469719.76,161,6.14,6.0
29,Ojodu_Branch,102,John Smith,09/08/2024,296854.91,149,16.52,7.5
14,Freedom_park_Branch,113,Michael Johnson,10/08/2024,753450.2,170,5.66,7.9
4,Badagry_Branch,35,Michael Johnson,11/08/2024,988125.34,134,7.05,9.4
15,Ogba_Branch,67,David Brown,12/08/2024,785616.63,142,11.68,9.5
9,Ilupeju_Branch,73,Michael Johnson,13/08/2024,731435.47,130,0.12,9.4
23,Victoria_Island_Branch,4,David Brown,14/08/2024,422792.95,178,-4.2,7.5
39,Ogba_Branch,28,Michael Johnson,15/08/2024,540245.26,164,6.05,5.2
42,Ikota_Branch,119,John Smith,16/08/2024,690151.32,158,1.18,9.8
10,Computer_Village_Branch,65,Michael Johnson,17/08/2024,321810.15,112,12.46,7.1
12,Computer_Village_Branch,126,John Smith,18/08/2024,565998.04,78,16.45,7.2
20,Ogba_Branch,60,John Smith,19/08/2024,409135.94,145,18.21,8.6
34,Computer_Village_Branch,89,David Brown,20/08/2024,978090.21,171,10.78,5.2
41,Marina_Branch,105,Emily Davis,21/08/2024,531815.02,192,13.5,5.6
1,Agege_Branch,2,Sarah Lee,22/08/2024,404437.2,57,8.85,9.3
33,Ogba_Branch,52,John Smith,23/08/2024,807240.76,81,18.84,7.0
47,Computer_Village_Branch,132,Sarah Lee,24/08/2024,842809.4,58,4.96,8.5
11,Marina_Branch,19,David Brown,25/08/2024,417538.57,180,4.13,9.4
20,Ajah_Branch,100,Emily Davis,26/08/2024,490831.41,128,12.22,8.7
40,Badagry_Branch,84,Emily Davis,27/08/2024,602719.42,135,7.49,9.1
33,Victoria_Island_Branch,98,Michael Johnson,28/08/2024,514701.53,177,7.53,6.1
9,Ilupeju_Branch,102,Michael Johnson,29/08/2024,267270.57,142,-1.76,5.5
29,Lekki_Branch,102,Michael Johnson,30/08/2024,422854.56,110,6.05,8.4
27,Ojodu_Branch,117,David Brown,31/08/2024,545175.93,55,4.63,8.4
4,Oba_AkranBranch,44,John Smith,01/09/2024,613162.52,133,10.07,5.2
21,Allen_Branch,98,John Smith,02/09/2024,779035.21,192,12.37,8.1
46,Surulere_Branch,22,David Brown,03/09/2024,864890.96,130,16.77,5.8
32,Oba_AkranBranch,50,Emily Davis,04/09/2024,282599.96,189,19.48,7.8
35,Allen_Branch,145,John Smith,05/09/2024,732835.92,125,9.72,5.2
22,Lekki_Branch,15,Michael Johnson,06/09/2024,462643.46,68,-4.16,6.1
13,Surulere_Branch,104,Emily Davis,07/09/2024,296696.64,180,17.16,8.9
38,Freedom_park_Branch,79,David Brown,08/09/2024,591899.44,69,13.38,5.1
10,Ajah_Branch,10,John Smith,09/09/2024,259812.7,122,11.98,9.9
42,Ikoyi_Branch,16,Sarah Lee,10/09/2024,849918.91,68,-0.92,6.0
19,Ajah_Branch,101,Emily Davis,11/09/2024,341300.92,98,15.65,8.3
5,Ogba_Branch,97,Michael Johnson,12/09/2024,869004.24,126,16.21,7.6
12,Ogba_Branch,134,Sarah Lee,13/09/2024,235152.36,86,-4.24,9.4
48,Ikeja_Branch,103,Sarah Lee,14/09/2024,866728.41,78,-3.54,7.8
20,Badagry_Branch,68,Sarah Lee,15/09/2024,933001.6,121,5.85,7.5
25,Ikoyi_Branch,35,David Brown,16/09/2024,524485.21,135,16.65,8.1
37,Ajah_Branch,87,John Smith,17/09/2024,756735.3,67,7.35,8.0
15,Ikeja_Branch,19,Michael Johnson,18/09/2024,734435.63,101,-1.4,6.7
41,Oba_AkranBranch,50,Michael Johnson,19/09/2024,961906.01,141,1.56,9.6
8,Allen_Branch,122,David Brown,20/09/2024,302278.21,78,3.44,8.2
9,Ojodu_Branch,105,Michael Johnson,21/09/2024,289998.9,62,9.21,7.0
25,Victoria_Island_Branch,109,Emily Davis,22/09/2024,232738.35,185,19.44,5.8
27,Lekki_Branch,42,Emily Davis,23/09/2024,103666.46,110,16.26,8.7
31,Ikota_Branch,39,John Smith,24/09/2024,165740.18,175,10.66,7.5
34,Marina_Branch,147,John Smith,25/09/2024,242265.78,110,6.01,8.1
13,Lekki_Branch,39,John Smith,26/09/2024,588126.34,137,10.49,9.4
9,Yaba_Branch,139,Emily Davis,27/09/2024,386771.37,77,-3.57,9.3
8,Badagry_Branch,14,Sarah Lee,28/09/2024,697745.65,183,-3.78,8.4
10,Ajah_Branch,96,Emily Davis,29/09/2024,753000.79,100,17.52,6.3
15,Ikota_Branch,83,John Smith,30/09/2024,249624.88,136,4.44,6.1
47,Obalende_Branch,141,Michael Johnson,01/10/2024,200176.04,94,0.65,10.0
45,Ajah_Branch,73,Michael Johnson,02/10/2024,527018.34,155,14.42,9.1
23,Badore_Branch,26,Michael Johnson,03/10/2024,226673.64,104,0.19,6.8
20,Allen_Branch,57,Michael Johnson,04/10/2024,887544.45,125,-3.1,8.2
19,Ikoyi_Branch,69,David Brown,05/10/2024,302498.47,138,-2.82,7.0
36,Badagry_Branch,68,Emily Davis,06/10/2024,310605.62,134,-0.43,5.2
22,Ajah_Branch,81,Sarah Lee,07/10/2024,145794.48,189,6.32,5.3
8,Freedom_park_Branch,2,Michael Johnson,08/10/2024,539390.21,118,18.82,9.1
16,Oba_AkranBranch,58,Sarah Lee,09/10/2024,841088.14,97,9.03,7.7
8,Ojodu_Branch,74,Michael Johnson,10/10/2024,777413.83,170,17.55,8.3
8,Surulere_Branch,84,David Brown,11/10/2024,703394.18,132,19.7,6.5
33,Ikoyi_Branch,95,Michael Johnson,12/10/2024,334806.57,55,3.55,8.8
39,Badagry_Branch,5,Sarah Lee,13/10/2024,136876.44,98,11.05,5.7
33,Agege_Branch,24,John Smith,14/10/2024,923506.69,108,2.61,9.6
35,Victoria_Island_Branch,16,Emily Davis,15/10/2024,449728.95,152,19.33,6.2
